naprzod	GMMClassificator	[1.6282329572402403, -1.2140734194984437, 7.3310620630513075, -15.783507816022443, -5.771427451968318]	[1.3738584876037272, 1.3893465380561059, 3.3761246554906617, 14.014923768321246, 3.3252608964648127]	[0.34451342839312143, 0.47165458942226807, 0.024355465326862485, 0.04865676415144143, 0.10624507836360703]
odbierz	GMMClassificator	[1.587487537232892, -1.089356236500445, -16.19468008960866, -5.875550597858008, 6.580443472331223]	[1.3245637257678413, 1.3408409184687655, 13.126590157803514, 3.3262252230586364, 4.0340538662513685]	[0.27938714841632795, 0.5022109770554906, 0.04949524112590378, 0.12081435027726857, 0.04239888317128716]
odrzuc	GMMClassificator	[1.5778328348876023, -1.15981317673738, -15.845439391395859, 6.939697821842196, -5.741908458961193]	[1.397790625982638, 1.3700494690553293, 13.36424957776292, 3.5497697568023248, 2.9474615682622614]	[0.30137359827729776, 0.48877197165496794, 0.05275294216812621, 0.039845187853548264, 0.11268710932673505]
odslon	GMMClassificator	[6.573733729807669, 1.4793443802256498, -15.664969167964308, -1.2487259615528918, -5.7119638390896155]	[4.126689429710529, 1.3430088560095816, 12.619408063085107, 1.3809545852276222, 3.101268962565232]	[0.04202419562461738, 0.3254530981828559, 0.04853541473859841, 0.4638999425671283, 0.11536498664429622]
otworz	GMMClassificator	[-1.1999336016851099, -15.65009504908711, 7.2287489245751715, 1.516183930201411, -6.082037897023934]	[1.4292290894131043, 13.919522291159554, 3.905514338081325, 1.4493530349384367, 3.294365238108011]	[0.44467711788588216, 0.05518318823107106, 0.02486486885833969, 0.36126488826720715, 0.10899554830236118]
start	GMMClassificator	[-15.115141062370045, 1.429539716746054, -5.743439345724011, -1.013827263885908, 7.332943458435724]	[11.51540346317367, 1.3599949903681114, 3.312919134514998, 1.3478153859672641, 2.2843027648409793]	[0.06131383797866305, 0.3581022691703553, 0.09766613960778468, 0.4604646587101777, 0.015559931725993344]
stop	GMMClassificator	[-15.57477951391138, -0.878031922311191, -5.660445644074889, 1.6934505411864276, 7.105111531407514]	[12.817152069680164, 1.3067988363440577, 3.381338541914144, 1.289193966462484, 3.225592815593171]	[0.06434881882171724, 0.4676000878889663, 0.09755083189190335, 0.33764839413614733, 0.027962113811103844]
wlacz	GMMClassificator	[-15.809278545969613, -1.1539397148422357, -5.7698656954373675, 1.7081243026582835, 7.270767955412513]	[14.139915531257413, 1.3890280415643976, 3.3135904118855852, 1.4121488944751017, 4.379930936879881]	[0.050502117940617555, 0.5045291702233946, 0.10699430582185825, 0.2966832255824056, 0.0368140826811935]
wstecz	GMMClassificator	[-15.668367112801475, -5.813275224903081, 6.19533646957347, 1.423446108682918, -1.0999096882254593]	[12.762510749053456, 3.5608790191645943, 3.004904952968235, 1.301019493188074, 1.3514467670409835]	[0.06522542754984839, 0.08781241972557807, 0.028201955366239352, 0.38158133064361105, 0.43217781912168324]
wylacz	GMMClassificator	[-5.708098452265656, 7.432979738234212, 1.5035389833444377, -1.290470767822358, -15.685652337287985]	[2.9183657943532113, 4.975415464033933, 1.4654687052513555, 1.3949884742170544, 15.876105444659633]	[0.1114473737406781, 0.03647935700145043, 0.3247977322721366, 0.4750016770990876, 0.048110234393666136]
zamknij	GMMClassificator	[7.237084156082788, -6.372323672902898, -1.7369546996036436, -15.656776210595353, 0.9944084514217522]	[6.074117079182197, 3.32325581784298, 1.459678287959556, 14.016765530260107, 1.521665439427994]	[0.05315695535389434, 0.09725848577738182, 0.4238888483100484, 0.042217373589453225, 0.37952009763396977]
zaslon	GMMClassificator	[7.060379841728913, -5.556424392818416, 1.3649696099463038, -1.4321967424049533, -15.881557995334047]	[4.771241570595543, 2.6463545874317216, 1.4102663662693533, 1.378579536450071, 18.567930596987342]	[0.04087981879267271, 0.11839820129540142, 0.35770282470380915, 0.4310597509128824, 0.05160090266404324]
zaswiec	GMMClassificator	[0.9600051802655244, -6.505062567718668, 6.400843235212085, -17.11633008758249, -1.5001972714619403]	[1.3443194785892285, 3.689266590807432, 4.580036231067786, 17.11193399708786, 1.3818144203222842]	[0.3986346017850606, 0.09756745606149603, 0.04518886468384489, 0.05762928979666858, 0.4003149545450476]
zgas	GMMClassificator	[-1.5349149971742433, -6.026730055016917, -16.78894261077329, 6.786487295868989, 1.132301737656265]	[1.3948089311988243, 3.381876241245742, 18.906541965001697, 4.316581634690612, 1.391782470495282]	[0.3869589344650687, 0.09991326691654234, 0.06043192022166606, 0.03466725988541827, 0.41796043436294106]
