naprzod	GMMClassificator	[2.3706162684408394, -0.0314647178655279, 18.172093526505282, -0.03156643961203274, -0.0315763113942393, -0.0315409285348831, -18.741073293619543, -2.3396441400223646, -0.03135413610994855, -0.03130480996987202, -0.0313525420308104, -0.03128155571979796, -13.906444990044564, -0.03132333195772054, 10.056587936539113, -7.64454031924449, -0.031304847931823, -4.891057085487668, -0.03146858380096203, -0.031758968722254706, 12.964407134380389, -0.03151363437716235, 4.651443559211878, -0.03110352131814055, -10.668928548128902, -0.03139327095528993, -83.04769276111364, 7.158356671882437, -0.03137114574611764, -0.03148832401502436]	[0.9962339299684128, 0.9917634393865492, 3.9321286084325178, 0.9917633349089655, 0.9917632963025264, 0.9917633308957013, 4.631107480225641, 0.9943733235956516, 0.9917635685985364, 0.991763540197943, 0.9917635264894598, 0.9917635395380827, 0.9233291826825082, 0.9917635269630526, 1.0950889530109038, 1.0458786400317777, 0.9917635356860279, 1.0121350337504025, 0.9917633435064188, 0.9917628550530176, 1.2861135541255395, 0.9917632716775727, 1.002342559290484, 0.9917634977358974, 1.04509932853055, 0.9917634414316677, 0.0010356879383886972, 1.022166421666065, 0.9917634522391084, 0.9917632684666853]	[0.08411960325575885, 0.053659058653534306, 0.000809139443529679, 0.05726655444726259, 0.053284225175097163, 0.051927823017822956, 0.007256262383087592, 0.07166771340321118, 0.052170273460113194, 0.04218703511481343, 0.04680680451598812, 0.039664788498042246, 0.0035008144886923085, 0.04312457284132562, 0.005368040152785216, 0.009406745105105484, 0.04179681695719865, 0.017056389241683314, 0.043180262291131095, 0.03404463963056229, 0.0028072379934529056, 0.04182741314882979, 0.027784535389549763, 0.0258763683201374, 0.005170753343942821, 0.04342933991351149, 2.580055003114459e-05, 0.012650047940734332, 0.04186821562602857, 0.038978767610813495]
odbierz	GMMClassificator	[-4.97061159946011, -0.02811298875888066, 10.414016882977673, -2.3364400479221694, -0.027411857104013906, -0.027391469471386817, -13.873811001649942, 2.4584535097169784, 7.658114357050377, 2.4640218163295464, -0.027792067679943046, 2.4625808982046262, 16.60108153751969, -0.027891695568431664, 2.4595530190442263, -0.027851576391139547, -2.5491890921787514, -0.027640914892350942, -0.027691016446382086, -0.027868804614174958, 4.981240826980285, -0.02779094665795289, 2.4555868468750193, -0.02800521142393615, -7.733263739069904, -10.66622134588494, 13.05965270074762, -0.027933756766948016, -18.88948284711229, -0.027991158610354606]	[1.029097029387115, 0.9935761070577951, 1.0958640735193668, 0.9994117568318954, 0.9935732574798043, 0.9935730913126729, 1.1799529806858757, 0.998988583677415, 1.0517424574301681, 0.9990693224056818, 0.993574266524847, 0.999048278924781, 2.474722818354682, 0.9935744563814595, 0.9990043149175606, 0.993574300155255, 1.0032590858982255, 0.9935733679835147, 0.993573494086387, 0.9935740540401358, 1.0174812918296643, 0.9935737194972352, 0.9989474500264218, 0.9935743906309996, 1.091189000230059, 1.1394071363353726, 1.2038904671421684, 0.9935741458974279, 5.9865420242003475, 0.9935743070783135]	[0.013177819634914942, 0.050470526657615, 0.003877212754326093, 0.03756650771582796, 0.06011667210214158, 0.04601858364271018, 0.004159322235621008, 0.015801183916425553, 0.009467523541024673, 0.018999735311176835, 0.08682421508741713, 0.018032209730764866, 0.0007138945857471563, 0.0720395193416627, 0.016873188119509542, 0.05665798378577394, 0.03715574591107129, 0.04078463532935528, 0.042655717141815694, 0.06571002110643293, 0.025749430962420154, 0.044175690292851275, 0.018364124215186118, 0.07042724007645741, 0.00714743364094768, 0.004937889436592539, 0.0019583022396521665, 0.05657743427148496, 0.00858449818483931, 0.06356790415717947]
odrzuc	GMMClassificator	[-7.9468063006536696, -2.436026610268147, 2.3481321221188596, -0.014572699778452984, 14.515528790458982, -0.014571884775491857, -5.043580737476389, -18.23106968204751, -0.014572723556534096, -0.014573619327869401, -0.014573487362510353, -0.01457333099720556, -0.014573227533980292, -13.765966337389107, 10.016455695044819, -0.01457336392097487, -0.014572205723597036, -10.6363520703837, -0.014573459929687027, 6.946674094684803, 4.53134133680988, -0.014573777081889158, -0.01457345244445452, 2.3475282376484192, -0.01457361250512285, 2.3481269695782023, -0.014573615126776074, -0.014573254169257616, -0.014569885622767698, -0.014573581889134437]	[1.0491250833083254, 0.9935720118790186, 0.990257718719223, 0.9862604655592733, 4.593900333664869, 0.986260343810492, 1.0224024869209354, 1.9560747120911222, 0.9862602870692679, 0.9862604633292702, 0.9862604786388324, 0.9862604591330056, 0.9862604297495169, 1.0056387072444102, 1.3380125940851284, 0.9862604894450385, 0.986260055140392, 1.0987972302898639, 0.9862604702263136, 1.0582237186861418, 1.0016886561770828, 0.986260349007438, 0.9862604154063314, 0.990249847551359, 0.986260392383259, 0.9902577107388971, 0.9862604156001967, 0.9862603557022634, 0.9862596801296228, 0.986260416323708]	[0.008008426768792352, 0.07273904754819996, 0.03402115069678949, 0.052939400500311116, 0.0024805684744568443, 0.04010189376415066, 0.013913817391030231, 0.007731243498010094, 0.03602039636675896, 0.0526153080128912, 0.054812875138887135, 0.052049860230798356, 0.048374155116632275, 0.002739744647356461, 0.007887292982912946, 0.05647944929836096, 0.02545360917217477, 0.00502187859636326, 0.05358585037712612, 0.01169021205878626, 0.027994278492129366, 0.040504227596010356, 0.04675876526295749, 0.01072080253846864, 0.04440100338938974, 0.037151410749202515, 0.04678553651030599, 0.0410688019138425, 0.017267769248888447, 0.04686353985871327]
odslon	GMMClassificator	[-0.02979329942050891, -0.02977069807094243, 16.63809463088004, -2.3614448792243157, -0.029698471482595044, 2.3482506072652427, -0.02985350554565616, 7.075718536012192, -0.029790545891336066, 2.3498230380620044, -0.030035692377975334, -13.678974486978802, 12.756177121145775, -0.03006730929902081, -0.030059115352672115, -7.495675285373388, -0.0300617236785999, -0.030027569088988678, -0.030022249555644562, 4.729984564944154, -0.029994258467119464, -0.02999285349439283, -0.03001768107128749, -4.937618667811969, -18.169334751406495, -10.32026885823234, -0.029998721808806927, -0.029998030476566344, 9.815167849201762, 23.347806009157928]	[0.9898905376281127, 0.9898906711473205, 1.959302906198407, 0.9944638836435915, 0.9898905598024157, 0.9942879369709426, 0.9898905221645317, 1.022483601862729, 0.989890282165194, 0.9943070096222143, 0.9898906397276879, 0.8874626022769067, 1.2474205221757144, 0.9898908258792682, 0.9898908608307072, 1.0505402984680685, 0.9898908162530312, 0.9898901924606645, 0.9898901470966285, 1.005477739532605, 0.9898908190757452, 0.9898907478376353, 0.9898906463491659, 1.0155159264827827, 2.068195062168938, 1.0979849562018666, 0.9898908336097438, 0.9898907941289606, 1.0898639862246962, 7.513845118623979]	[0.04593965292302667, 0.07071735244304876, 0.0012818395021280443, 0.07407641142439257, 0.06149120541751852, 0.02830225500941593, 0.040047737798087985, 0.01178971273127973, 0.029290795857549953, 0.058118948844031994, 0.036522946274430305, 0.0029950506364145642, 0.0037369087961430627, 0.0511632461386931, 0.057334263860628516, 0.009647302173930365, 0.05055518057213685, 0.020292960779805903, 0.01949402041720178, 0.026133344825728468, 0.06010529894520252, 0.0496973647026478, 0.03804475974034444, 0.014696994078579731, 0.007263552076064699, 0.006600999504479689, 0.06204938935469263, 0.05539512252243229, 0.005317518504395037, 0.0005107205141467897]
otworz	GMMClassificator	[-0.011213835496319989, -0.010513490305439714, 11.737471921969805, -0.010258966206082224, -0.010713108006423007, 5.578191760340972, -0.010689409656970414, -0.011714318375072308, -0.00995008075265878, -18.020737481439095, -0.010026559414944913, -0.010347523966513337, 21.290263231485564, -0.010320850758401978, -0.009766275831694031, 1.9240897184143773, -0.016784544952335865, -0.018284468912129655, -0.01837187747919671, -5.436837207953494, -8.833030843618962, 2.8815818279140397, 8.519377232704617, -2.3854575742314044, -12.581520833859928, -0.02061327907133434, -0.01638516693777177, 15.678047964715, -0.00921796141716231, -0.020197269505893223]	[0.9954120448950499, 0.9954144356349436, 1.404111385110869, 0.9954149990625875, 0.9954127520994961, 1.060468777953851, 0.9954125893950713, 0.9954078329970064, 0.9954149784347492, 4.098872578437744, 0.9954144145212589, 0.9954128409673827, 3.742727614885454, 0.9954126676111043, 0.9954147000329658, 0.9863884904837329, 0.9952903451303062, 0.9952845835829205, 0.9952837368799082, 1.1328717313462022, 1.3706053064682435, 1.023528347521254, 1.1309333446792649, 1.0063648985990927, 1.7367891292864157, 0.9953337201028728, 0.9953485414289259, 1.9200354260019836, 0.9953778633390018, 0.995334312744965]	[0.06448025177714076, 0.057934181081851305, 0.006487951049053451, 0.04897605578619697, 0.0587492296021777, 0.02558885896891563, 0.05658105971335707, 0.051767342415783596, 0.043228335475655945, 0.007119489931172242, 0.04439864840874452, 0.049713681017480485, 0.0008259927801012541, 0.04570967806748153, 0.0344372048221015, 0.03334177270509097, 0.01749980675899495, 0.025847592332671816, 0.02745855033633892, 0.016599574746455934, 0.007979740079779137, 0.06513472752645448, 0.012908080126222415, 0.07673172867625769, 0.005871922686608716, 0.03963041385215564, 0.015854746450599807, 0.0026866642897853945, 0.01279001106534396, 0.04181284276203174]
start	GMMClassificator	[-0.13238834796610205, -0.029959185312839084, -18.353577069967937, 0.057179822389157274, -0.027544068724732744, -0.042182007722731396, -0.19940841368460674, -0.13188830257261186, -0.05826636729984095, -0.13576297084843292, 0.02344857073700827, -13.23755137082087, -2.8761698547846035, 0.05684327661554581, 5.333920237432697, -6.472957629303957, -10.097342269777469, -0.009930496552735441, 0.13868016190754365, -0.09171522186352013, 0.014239666140592055, 2.6258321915913765, -0.04980023294540373, -0.2902587719461985, -0.052541124873721604, 8.499667480668453, -0.05046363256138641, -0.2142792984094908, 13.461783512868326, 0.28226011162854076]	[1.0062934041497382, 1.0042147608149838, 3.5599793628490604, 1.0027896107264507, 1.0041711351295939, 1.0044425192559843, 1.0078246899476955, 1.0062837303711318, 1.004751438738591, 1.0063693656604005, 1.0033005560342505, 1.3227389671139376, 1.0892372193855393, 1.002807364185778, 1.0850599859687564, 1.3292656067535664, 1.3630808507710737, 1.003870862403829, 1.001802920155406, 1.0054395455701424, 1.0034625117528506, 1.0162669479035205, 1.0046143861392836, 1.0100254226792924, 1.0046679909686582, 1.4406534547065617, 1.0046280236947442, 1.0082045522564473, 5.056191928212052, 1.0008525907383243]	[0.03957336770275219, 0.047027776101756846, 0.006242318244997353, 0.03493858327034215, 0.04823618210256238, 0.04432688650751519, 0.03418246433498357, 0.037864170071251806, 0.042212764545004715, 0.036629469878507084, 0.03764411354888038, 0.0031328659190259186, 0.05910040303619145, 0.033723585896559646, 0.025134601320092806, 0.015222140047891316, 0.006521058265842756, 0.04191745489581376, 0.025717975961887716, 0.036716906980751376, 0.03877980158352408, 0.08527192852162907, 0.04251495971503398, 0.0290238067986508, 0.040646113151353636, 0.011489178338607324, 0.039085848093528476, 0.030667160212741892, 0.003680228453337058, 0.01912335282041909]
stop	GMMClassificator	[4.942471468856493, -0.00920518319900387, -18.515890532195222, -7.862766582721407, -0.009208893737305457, -0.009217205247333392, -0.009209446520910141, -0.00920862300757296, -0.009217447176219471, -0.009208349781875954, -0.009204975192737209, -0.009210571573657067, 15.260967651660803, -0.009226696242382256, -0.009199663501305588, 2.5843831552777115, 21.22415729719638, -0.00938325123542429, -0.009254388521230814, -0.009210626748404916, -0.009256523029737371, -0.009250115234770314, 7.690817190615092, -13.667757784226813, 11.287049235330457, -2.3592247051713384, -0.009032800102400616, -10.695786657662897, -0.009028958482950591, -4.933410670827113]	[1.039975362146398, 0.989666258262857, 3.107855798386524, 1.0829033578944702, 0.9896662395210922, 0.9896661404209843, 0.9896662065950304, 0.9896662275241951, 0.9896661336392023, 0.9896661783800114, 0.9896661734389961, 0.9896661828707314, 2.049093736557083, 0.98966594569698, 0.9896661349000194, 1.006102969139849, 4.254951739836263, 0.9896645383619008, 0.9896659028774375, 0.9896657461670054, 0.9896659495684311, 0.9896658604308688, 1.1490920634951898, 1.0289508701881704, 1.3933771622476536, 0.9915507557190177, 0.9896670048730228, 1.1015448948036894, 0.9896669639641213, 1.030914387405627]	[0.02976169958495379, 0.055514478246891624, 0.007011833959034068, 0.007082975293134563, 0.0556436130033802, 0.0482695318114458, 0.051380262295384546, 0.0536524575576486, 0.04764079471724335, 0.047276135363471486, 0.044877774217523266, 0.04914845811033034, 0.002641350918518064, 0.035834990863280715, 0.039076019982037906, 0.07556716987300673, 0.001078923385842398, 0.017587248996257587, 0.043905150388669205, 0.023789666141497183, 0.0502580612398536, 0.03845221593209287, 0.011401516733429637, 0.00310058612122346, 0.0048774185621124405, 0.06637697094455315, 0.038195843452657835, 0.004191046038789615, 0.03421959121593699, 0.01069568526271667]
wlacz	GMMClassificator	[-9.09210614641165, -0.029231248469400808, -0.029662634871636756, 0.04819202319848725, -0.02846596997259811, -5.600398027064043, 2.101411996669124, -0.031687899984195265, -0.03153761700462502, -0.03127811661787253, -0.03189708586883684, 15.370887846876839, -0.03169695060819154, -0.032018891189384634, 5.231315286287136, -0.03165015446744034, -0.0315034022454716, -0.0317115870653932, -12.533454691211379, -0.031093174530437077, -2.4277159962738297, -0.03150020125469987, 11.300567797388064, -0.03155577921747229, -17.95272316787787, -0.03140409888969993, 8.080910238627581, 2.794528876498214, -0.030910172229409588, -0.031501376985848796]	[1.1730609585342653, 0.9930392732073341, 0.9930373171126633, 0.9935868476262806, 0.9930426568623851, 1.064639324190386, 0.9953103274821725, 0.9930101959379064, 0.9930107858369971, 0.9930116562754928, 0.9930087068660416, 3.712139106772862, 0.9930097603201989, 0.9930078719995716, 1.0266144857787418, 0.9930098558513749, 0.993010435644599, 0.9930093686816684, 1.5012003629258899, 0.9930118725900983, 0.9998953466674689, 0.9930111460949443, 1.3761130795134426, 0.993010766412168, 1.5267757651611868, 0.9930114407654657, 1.090286298929357, 1.0066417445924773, 0.9930234500586235, 0.9930204267355871]	[0.006811177120543138, 0.03878058774794796, 0.046655676470828, 0.010933031165468744, 0.026612202415652323, 0.010342059153526383, 0.05044493362543433, 0.050355154708310305, 0.05391291970944757, 0.03513397730989418, 0.034182765829788284, 0.0033785921869489547, 0.052720344001700586, 0.029491768385913737, 0.03163342960053089, 0.04863617227009761, 0.04786709645534505, 0.045342821524815176, 0.004251377744260041, 0.027770547151788835, 0.06966511428387717, 0.04772540804208133, 0.007917362648984514, 0.042095703583828616, 0.007734303729300946, 0.04487033902961636, 0.01107912868543422, 0.04961330758794105, 0.03797276097711773, 0.025221336337267686]
wstecz	GMMClassificator	[-0.04823299973377267, 0.0006444815336598487, -4.432848816291119, -0.036081523794622816, -0.04335597991834963, 14.08540509607919, -0.016766905698170822, -0.03383384660971666, -0.03690991609549428, -0.0030650063723556297, -0.021580290850484504, -0.0321252304739988, -18.36087598992008, -0.034801326762248314, -7.287824107599947, -13.474733601569548, -0.04445999184284858, 2.618833467859591, -0.034224985249628394, -10.382715823982256, -0.03664077195484305, -0.04209755307816475, -0.01274629760609715, 5.481062616648905, -0.014793281976692343, -0.025107237043727915, 9.013190820363711, -2.427142839302342, -0.03788224780304597, -2.369175911898561]	[0.9982381885271188, 0.9987843509203375, 1.0083393610148155, 0.9983643991644795, 0.9982880063472893, 3.619382467999373, 0.9985779803957431, 0.9983883746982839, 0.998355505223197, 0.998739242647993, 0.9985231894734069, 0.9984067477871225, 1.8220228906901597, 0.9983779788205953, 1.0979940828333405, 1.1630294062841346, 0.9982765798047214, 1.0351740921125117, 0.9983840185947256, 1.174302221206599, 0.9983582540001539, 0.998300944476821, 0.9986242646542984, 1.1711613113682646, 0.9986004858837987, 0.9984835231803919, 1.5688935078754471, 0.9985473411946476, 0.9983450868603959, 0.9982132027590339]	[0.03459909246092007, 0.03784943423495373, 0.010209127721756717, 0.058575944664800185, 0.040070489816388714, 0.004150364922331558, 0.04094816684585328, 0.051104531030284915, 0.046703017392616133, 0.035421266911073224, 0.04111247248649264, 0.04686594038365296, 0.007128953266496648, 0.04915435885060363, 0.005524282643048335, 0.003353025342152235, 0.03637118339701638, 0.08372387939691348, 0.04249690769117653, 0.004190275887311806, 0.043722100998696806, 0.040265539651925294, 0.03126814119272559, 0.019043521030398306, 0.03102940286201396, 0.0351953638882091, 0.005929151683528673, 0.04979292887227471, 0.041583724210113394, 0.020043982847292564]
wylacz	GMMClassificator	[-0.02690623938280987, -0.024849302667138484, -0.025063195776387204, -7.316400327453794, -0.025825934021031404, -0.028507037131005945, 3.012286840586557, -0.02142209265362547, -0.024193503539683792, 11.23780720479882, -13.607469714676755, -0.024731478278547023, -2.1913649163322573, -19.273950212809616, -0.023364151608844017, -0.029523751728489988, -0.023011859767781577, -0.022142913968525385, 1.9548336297523832, -0.03657994761266185, 16.137085106057345, -4.58101212189405, -2.25789301878459, 8.005971184664434, -0.03300933785784621, 25.45938382921353, -0.034435628697650614, -10.205822734733964, -0.03341628415941185, 5.256968931682385]	[0.9949589482430268, 0.9949564644722054, 0.9949565988128914, 1.0814356751768701, 0.9949573280098091, 0.9949601312742737, 1.0151558709565522, 0.994997042651581, 0.9949995595245362, 1.4256513195479192, 1.375288949457446, 0.995000126717177, 0.9999214145705292, 7.796567860308218, 0.9950017594693641, 0.9950082037417307, 0.9950015812837169, 0.9950008096679581, 0.9904587970783444, 0.9949421307277097, 3.5898543192025794, 1.0205856501503119, 1.0007819967583567, 1.134984293782904, 0.9949378844261316, 8.869177895636401, 0.9949397563194471, 1.1486419597337332, 0.9949375880951243, 1.0408955781339386]	[0.05910688842036958, 0.04550880345375481, 0.050817264544923774, 0.013038757317137231, 0.061298863561982296, 0.04659669968339484, 0.04394299681628901, 0.03892023365795514, 0.048880737890493776, 0.007305863182093197, 0.004855255822645361, 0.04621071374692814, 0.0418392454216414, 0.006323778649374324, 0.045880341033110325, 0.0372508018147615, 0.04225157810583965, 0.03348727624881941, 0.05755163283745622, 0.03933110038815892, 0.002604576739556141, 0.021140883608731738, 0.039254599669378144, 0.014819830289641229, 0.03270829489995344, 0.0010695650123382675, 0.04401224252146027, 0.0077235311407640094, 0.035467676020713504, 0.02868632767256193]
